unique_code,tipoies,region,nombreies,nombrecarrera
I143S24C664J1V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,INGENIERIA EN ELECTRICIDAD Y ENERGIAS RENOVABLES
I143S24C664J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,INGENIERIA EN ELECTRICIDAD Y ENERGIAS RENOVABLES
I143S24C668J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,TECNICO EN COMERCIO ELECTRONICO
I143S24C673J1V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,TECNICO EN EDIFICACION SUSTENTABLE
I143S24C673J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,TECNICO EN EDIFICACION SUSTENTABLE
I143S24C677J1V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS
I143S24C677J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS
I143S24C69J1V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,TECNICO EN ENFERMERIA MENCION EN URGENCIA
I143S24C69J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,TECNICO EN ENFERMERIA MENCION EN URGENCIA
I143S24C70J1V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,TECNICO EN ENFERMERIA MENCION EN PEDIATRIA
I143S24C70J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,TECNICO EN ENFERMERIA MENCION EN PEDIATRIA
I143S24C77J1V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,INGENIERIA EN PREVENCION DE RIESGOS
I143S24C77J2V2,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,INGENIERIA EN PREVENCION DE RIESGOS
I143S24C83J1V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,TECNICO EN TRABAJO SOCIAL
I143S24C83J2V2,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,TECNICO EN TRABAJO SOCIAL
I143S24C84J1V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,DISEÑO GRAFICO PROFESIONAL
I143S24C84J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,DISEÑO GRAFICO PROFESIONAL
I143S24C94J1V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,PROGRAMACION COMPUTACIONAL
I143S24C94J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,PROGRAMACION COMPUTACIONAL
I143S24C94J2V2,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,PROGRAMACION COMPUTACIONAL
I143S24C95J1V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I143S24C95J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I143S24C9J1V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,CONTABILIDAD GENERAL
I143S24C9J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,CONTABILIDAD GENERAL
I143S24C9J2V2,Institutos Profesionales,REGION DE VALPARAISO,IP AIEP,CONTABILIDAD GENERAL
I143S25C100J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PSICOPEDAGOGIA
I143S25C100J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PSICOPEDAGOGIA
I143S25C100J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PSICOPEDAGOGIA
I143S25C101J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE LA PRODUCCION AGROPECUARIA Y AGROINDUSTRIAL
I143S25C101J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE LA PRODUCCION AGROPECUARIA Y AGROINDUSTRIAL
I143S25C111J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S25C111J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S25C112J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S25C112J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S25C112J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S25C113J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S25C113J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S25C115J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S25C115J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S25C115J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S25C116J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION LOGISTICA
I143S25C117J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S25C117J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S25C118J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S25C118J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S25C118J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S25C17J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PROGRAMACION Y ANALISIS DE SISTEMAS
I143S25C17J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PROGRAMACION Y ANALISIS DE SISTEMAS
I143S25C17J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PROGRAMACION Y ANALISIS DE SISTEMAS
I143S25C219J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS
I143S25C219J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS
I143S25C23J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,CONSTRUCCION CIVIL
I143S25C23J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,CONSTRUCCION CIVIL
I143S25C257J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE REDES
I143S25C257J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE REDES
I143S25C26J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN CONSTRUCCION
I143S25C26J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN CONSTRUCCION
I143S25C26J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN CONSTRUCCION
I143S25C27J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PREVENCION DE RIESGOS
I143S25C27J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PREVENCION DE RIESGOS
I143S25C27J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PREVENCION DE RIESGOS
I143S25C28J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TRABAJO SOCIAL
I143S25C28J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TRABAJO SOCIAL
I143S25C29J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,ASISTENTE DE PARVULOS
I143S25C29J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,ASISTENTE DE PARVULOS
I143S25C29J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,ASISTENTE DE PARVULOS
I143S25C302J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN INSTALACION Y MANTENCION DE REDES
I143S25C302J1V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN INSTALACION Y MANTENCION DE REDES
I143S25C302J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN INSTALACION Y MANTENCION DE REDES
I143S25C302J2V3,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN INSTALACION Y MANTENCION DE REDES
I143S25C30J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO JURIDICO
I143S25C30J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO JURIDICO
I143S25C31J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN SERVICIO SOCIAL
I143S25C31J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN SERVICIO SOCIAL
I143S25C323J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ENFERMERIA MENCION EN GINECOBSTETRICIA
I143S25C34J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ENFERMERIA
I143S25C34J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ENFERMERIA
I143S25C469J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO ASISTENTE EN EDUCACION ESPECIAL
I143S25C469J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO ASISTENTE EN EDUCACION ESPECIAL
I143S25C59J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN COSMETOLOGIA
I143S25C59J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN COSMETOLOGIA
I143S25C616J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ELECTRICIDAD Y ELECTRONICA
I143S25C616J1V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ELECTRICIDAD Y ELECTRONICA
I143S25C616J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ELECTRICIDAD Y ELECTRONICA
I143S25C616J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ELECTRICIDAD Y ELECTRONICA
I143S25C616J2V3,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ELECTRICIDAD Y ELECTRONICA
I143S25C62J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PODOLOGIA CLINICA
I143S25C62J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PODOLOGIA CLINICA
I143S25C634J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN MANTENIMIENTO MECANICO
I143S25C634J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN MANTENIMIENTO MECANICO
I143S25C634J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN MANTENIMIENTO MECANICO
I143S25C634J2V3,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN MANTENIMIENTO MECANICO
I143S25C636J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA
I143S25C636J1V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA
I143S25C636J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA
I143S25C636J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA
I143S25C636J2V3,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA
I143S25C645J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN OPERACIONES LOGISTICAS
I143S25C645J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN OPERACIONES LOGISTICAS
I143S25C650J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA EN CIBERSEGURIDAD
I143S25C650J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA EN CIBERSEGURIDAD
I143S25C651J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS
I143S25C651J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS
I143S25C653J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION PUBLICA
I143S25C653J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ADMINISTRACION PUBLICA
I143S25C654J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL
I143S25C655J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN MARKETING DIGITAL
I143S25C660J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,ADMINISTRACION PUBLICA
I143S25C660J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,ADMINISTRACION PUBLICA
I143S25C664J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA EN ELECTRICIDAD Y ENERGIAS RENOVABLES
I143S25C664J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA EN ELECTRICIDAD Y ENERGIAS RENOVABLES
I143S25C665J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA EN GESTION DE OPERACIONES LOGISTICAS
I143S25C665J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA EN GESTION DE OPERACIONES LOGISTICAS
I143S25C668J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN COMERCIO ELECTRONICO
I143S25C673J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN EDIFICACION SUSTENTABLE
I143S25C673J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN EDIFICACION SUSTENTABLE
I143S25C677J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS
I143S25C677J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS
I143S25C680J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN MANTENIMIENTO INDUSTRIAL
I143S25C680J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN MANTENIMIENTO INDUSTRIAL
I143S25C69J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ENFERMERIA MENCION EN URGENCIA
I143S25C69J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ENFERMERIA MENCION EN URGENCIA
I143S25C70J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ENFERMERIA MENCION EN PEDIATRIA
I143S25C71J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ENFERMERIA MENCION GERIATRIA
I143S25C72J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN PELUQUERIA
I143S25C72J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN PELUQUERIA
I143S25C73J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,AUDITORIA
I143S25C77J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA EN PREVENCION DE RIESGOS
I143S25C77J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA EN PREVENCION DE RIESGOS
I143S25C83J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN TRABAJO SOCIAL
I143S25C83J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN TRABAJO SOCIAL
I143S25C92J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ODONTOLOGIA
I143S25C92J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,TECNICO EN ODONTOLOGIA
I143S25C94J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PROGRAMACION COMPUTACIONAL
I143S25C94J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PROGRAMACION COMPUTACIONAL
I143S25C94J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,PROGRAMACION COMPUTACIONAL
I143S25C95J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I143S25C95J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I143S25C9J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,CONTABILIDAD GENERAL
I143S25C9J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP AIEP,CONTABILIDAD GENERAL
I143S26C100J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,PSICOPEDAGOGIA
I143S26C100J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,PSICOPEDAGOGIA
I143S26C100J2V2,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,PSICOPEDAGOGIA
I143S26C108J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO HOTELERIA Y TURISMO CON MENCION EN TURISMO
I143S26C110J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,DISEÑO DE VESTUARIO PROFESIONAL MENCION ALTA COSTURA
I143S26C111J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S26C111J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S26C111J2V2,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S26C111J3V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S26C112J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S26C112J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S26C112J2V2,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S26C112J3V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S26C113J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S26C113J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S26C113J2V2,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S26C113J3V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S26C114J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION COMERCIO EXTERIOR
I143S26C114J2V2,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION COMERCIO EXTERIOR
I143S26C115J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S26C115J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S26C115J2V2,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S26C115J3V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I143S26C117J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S26C117J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S26C117J2V2,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S26C117J3V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I143S26C118J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S26C118J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S26C118J2V2,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S26C118J3V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S26C124J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN MASOTERAPIA
I143S26C124J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN MASOTERAPIA
I143S26C17J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,PROGRAMACION Y ANALISIS DE SISTEMAS
I143S26C17J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,PROGRAMACION Y ANALISIS DE SISTEMAS
I143S26C17J2V2,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,PROGRAMACION Y ANALISIS DE SISTEMAS
I143S26C17J3V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,PROGRAMACION Y ANALISIS DE SISTEMAS
I143S26C20J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN DISEÑO GRAFICO
I143S26C20J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN DISEÑO GRAFICO
I143S26C219J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS
I143S26C219J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS
I143S26C219J2V2,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS
I143S26C219J3V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS
I143S26C227J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO DE NIVEL SUPERIOR EN GESTION DE EMPRESAS MENCION RECURSOS HUMANOS
I143S26C22J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN DISEÑO DE VESTUARIO
I143S26C23J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,CONSTRUCCION CIVIL
I143S26C23J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,CONSTRUCCION CIVIL
I143S26C24J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN DIBUJO DE ARQUITECTURA Y OBRAS CIVILES
I143S26C24J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN DIBUJO DE ARQUITECTURA Y OBRAS CIVILES
I143S26C250J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN DISEÑO DE ESPACIOS Y EQUIPAMIENTO
I143S26C250J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN DISEÑO DE ESPACIOS Y EQUIPAMIENTO
I143S26C251J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,ESTETICA PROFESIONAL
I143S26C251J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,ESTETICA PROFESIONAL
I143S26C252J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ENFERMERIA MENCION EN ONCOLOGIA
I143S26C253J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN SALUD NATURAL Y TERAPIAS COMPLEMENTARIAS
I143S26C254J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ARTE Y GESTION CULTURAL
I143S26C254J2V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,TECNICO EN ARTE Y GESTION CULTURAL
I143S26C255J1V1,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN INFORMATICA MENCION ADMINISTRACION DE BASES DE DATOS
I143S26C255J2V2,Institutos Profesionales,REGION METROPOLITANA,IP AIEP,INGENIERIA DE EJECUCION EN INFORMATICA MENCION ADMINISTRACION DE BASES DE DATOS
