unique_code,tipoies,region,nombreies,nombrecarrera
I77S1C127J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,AGRONOMIA
I77S1C137J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA EN PREVENCION DE RIESGOS Y GESTION DE SISTEMAS INTEGRADOS
I77S1C148J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO EN COMERCIO EXTERIOR
I77S1C14J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA DE EJECUCION INDUSTRIAL
I77S1C150J2V2,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN INSTRUMENTACION Y AUTOMATIZACION INDUSTRIAL
I77S1C152J5V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO UNIVERSITARIO EN ENFERMERIA
I77S1C155J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN TECNOLOGIA ENERGETICA
I77S1C15J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS
I77S1C162J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,FONOAUDIOLOGIA
I77S1C164J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,MEDICINA
I77S1C165J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,NUTRICION Y DIETETICA
I77S1C166J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN EDUCACION BASICA
I77S1C167J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA
I77S1C167J5V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA
I77S1C184J5V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,DIPLOMADO EN ASUNTOS ANTARTICOS
I77S1C185J5V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,DIPLOMADO EN DOCENCIA UNIVERSITARIA
I77S1C191J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN ARTES MUSICALES PARA ENSEÑANZA BASICA Y MEDIA
I77S1C193J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN COMPUTACION MENCION EN REDES DE COMPUTADORES O MENCION EN MANTENIMIENTO Y MONTAJE DE EQUIPOS COMPUTACIONALES
I77S1C194J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA
I77S1C194J2V2,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA
I77S1C201J5V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,MAGISTER EN CIENCIAS SOCIALES MENCION PATRIMONIO O INTERVENCION SOCIAL
I77S1C203J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN EDUCACION DIFERENCIAL
I77S1C214J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,DOCTORADO EN CIENCIAS ANTARTICAS Y SUBANTARTICAS
I77S1C217J4V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,DIPLOMADO EN BIODIVERSIDAD EN EL ESCENARIO DEL CAMBIO CLIMATICO EN MARES AUSTRALES
I77S1C219J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ACUICULTURA
I77S1C219J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ACUICULTURA
I77S1C220J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ANALISIS DE SISTEMAS COMPUTACIONALES
I77S1C221J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL
I77S1C222J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN EDUCACION ESPECIAL
I77S1C223J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN MANTENIMIENTO INDUSTRIAL MENCION HIDRAULICA NEUMATICA - MENCION ELECTRO MECANICA
I77S1C224J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN PROCESOS INDUSTRIALES MENCION GESTION DE CALIDAD - MENCION INDUSTRIA QUIMICA
I77S1C225J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN REDES DE COMPUTADORES
I77S1C227J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN TURISMO MENCION OUTDOOR / EXPEDICIONES Y TURISMO - MENCION HOSPITALITY / HOSPITALIDAD TURISTICA
I77S1C230J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN BIOLOGIA Y QUIMICA PARA ENSEÑANZA MEDIA
I77S1C233J5V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,MAGISTER EN PSICOBIOLOGIA DEL DESARROLLO HUMANO
I77S1C240J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,DOCTORADO EN CIENCIAS QUIMICAS DE PRODUCTOR NATURALES O MENCION BIOLOGIA MOLECULAR
I77S1C241J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION
I77S1C243J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS MENCION HIGIENE INDUSTRIAL Y SALUD OCUPACIONAL
I77S1C244J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN TECNOLOGIA ENERGETICA Y ENERGIAS NO CONVENCIONALES
I77S1C24J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN EDUCACION BASICA CON MENCION EN LENGUAJE Y MATEMATICAS
I77S1C24J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN EDUCACION BASICA
I77S1C254J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,MAGISTER PROFESIONAL EN ENERGIAS RENOVABLES Y EFICIENCIA ENERGETICA
I77S1C25J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN EDUCACION FISICA PARA ENSEÑANZA BASICA Y MEDIA
I77S1C264J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,MAGISTER EN BIOINFORMATICA
I77S1C26J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN INGLES PARA ENSEÑANZA BASICA Y MEDIA
I77S1C27J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA CIVIL PLAN COMUN
I77S1C30J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TRABAJO SOCIAL
I77S1C35J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO EN CONSTRUCCION MENCION OBRAS CIVILES
I77S1C36J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNOLOGIA EN ACUICULTURA
I77S1C45J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,DERECHO
I77S1C49J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,KINESIOLOGIA
I77S1C4J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,AUDITORIA
I77S1C50J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TERAPIA OCUPACIONAL
I77S1C53J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO UNIVERSITARIO EN PROCESOS INDUSTRIALES MENCION GESTION DE CALIDAD MENCION INDUSTRIA QUIMICA O MENCION INDUSTRIA DE ALIMENTOS
I77S1C57J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO UNIVERSITARIO EN INSTRUMENTACION Y AUTOMATIZACION INDUSTRIAL
I77S1C58J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA DE EJECUCION ELECTRICA MENCION ELECTRONICA INDUSTRIAL
I77S1C5J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN EDUCACION PARVULARIA
I77S1C5J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN EDUCACION PARVULARIA
I77S1C60J5V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,MAGISTER EN GESTION DE ORGANIZACIONES
I77S1C61J5V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,MAGISTER EN CIENCIAS CON MENCION EN MANEJO Y CONSERVACION DE RECURSOS NATURALES EN AMBIENTES MARINOS SUBANTARTICOS
I77S1C63J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN HISTORIA Y CIENCIAS SOCIALES PARA ENSEÑANZA MEDIA
I77S1C64J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN CASTELLANO Y COMUNICACION PARA ENSEÑANZA MEDIA
I77S1C66J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,ARQUITECTURA
I77S1C67J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,BIOLOGIA MARINA
I77S1C69J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PSICOLOGIA
I77S1C6J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,ENFERMERIA
I77S1C70J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN MATEMATICA PARA ENSEÑANZA MEDIA
I77S1C71J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN BIOLOGIA Y CIENCIAS NATURALES PARA ENSEÑANZA MEDIA
I77S1C74J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO EN MANTENIMIENTO INDUSTRIAL
I77S1C76J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA EN CONSTRUCCION
I77S1C77J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA PLAN COMUN
I77S1C79J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO UNIVERSITARIO EN TURISMO
I77S1C8J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA CIVIL INDUSTRIAL
I77S2C109J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO EN ADMINISTRACION
I77S2C109J2V2,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION
I77S2C15J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS
I77S2C166J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN EDUCACION BASICA
I77S2C167J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA
I77S2C167J2V2,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA
I77S2C194J2V2,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA
I77S2C222J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN EDUCACION ESPECIAL
I77S2C226J1V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN TURISMO MENCION HOSPITALITY / HOSPITALIDAD TURISTICA
I77S2C79J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO UNIVERSITARIO EN TURISMO
I77S4C15J2V1,Universidades,REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,UNIVERSIDAD DE MAGALLANES,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS
I77S4C167J1V1,Universidades,REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA
I77S4C167J2V1,Universidades,REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA
I77S4C168J2V1,Universidades,REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,UNIVERSIDAD DE MAGALLANES,TECNICO EN ADMINISTRACION
I77S4C171J2V1,Universidades,REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,UNIVERSIDAD DE MAGALLANES,TECNICO EN NIVEL SUPERIOR EN EDUCACION PARVULARIA
I77S4C5J2V1,Universidades,REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN EDUCACION PARVULARIA
I77S4C6J1V1,Universidades,REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,UNIVERSIDAD DE MAGALLANES,ENFERMERIA
I78S1C107J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DOCTORADO EN MATEMATICA
I78S1C108J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DOCTORADO EN CIENCIAS MENCION INVESTIGACION Y DESARROLLO DE PRODUCTOS BIOACTIVOS
I78S1C11J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ODONTOLOGIA
I78S1C125J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DOCTORADO EN CIENCIAS AGRARIAS
I78S1C12J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,TECNOLOGIA MEDICA
I78S1C144J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN GESTION TECNOLOGICA
I78S1C147J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ESPECIALIZACION EN ORTODONCIA Y ORTOPEDIA DENTOFACIAL
I78S1C148J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ESPECIALIZACION EN IMAGENOLOGIA ORAL Y MAXILOFACIAL
I78S1C149J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ESPECIALIZACION EN ODONTOPEDIATRIA
I78S1C14J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,PSICOLOGIA
I78S1C150J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ESPECIALIZACION EN REHABILITACION ORAL MENCION IMPLANTOLOGIA
I78S1C151J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN AGRONEGOCIOS INTERNACIONALES
I78S1C153J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN POLITICA Y GESTION EDUCACIONAL
I78S1C154J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN CIENCIAS MENCION MATEMATICAS
I78S1C157J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN PSICOLOGIA SOCIAL MENCION METODOLOGIA DE LA INVESTIGACION SOCIAL Y MENCION GESTION EN DESARROLLO DE ORGANIZACIONES SALUDABLES
I78S1C159J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN GESTION AMBIENTAL TERRITORIAL
I78S1C15J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,KINESIOLOGIA
I78S1C161J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,"MAGISTER EN CIENCIAS BIOMEDICAS MENCION MICROBIOLOGIA CLINICA, BIOQUIMICA CLINICA E INMUNOHEMATOLOGIA Y PATOLOGIA ORAL"
I78S1C162J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN ENSEÑANZA DE LAS HUMANIDADES: LITERATURA Y ARTES VISUALES
I78S1C166J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN DIRECCION Y PLANIFICACION TRIBUTARIA
I78S1C169J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN ADMINISTRACION DE EMPRESAS MBA EJECUTIVO
I78S1C16J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,FONOAUDIOLOGIA
I78S1C171J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN HORTOFRUTICULTURA
I78S1C17J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,INGENIERIA EN BIOINFORMATICA
I78S1C180J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN EDUCACION BASADA EN COMPETENCIAS
I78S1C192J2V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DIPLOMADO EN LEGISLACION Y GESTION TRIBUTARIA
I78S1C194J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DIPLOMADO EN EVALUACION ECONOMICA Y SOCIAL DE PROYECTOS
I78S1C197J2V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DIPLOMADO EN EDUCACION BASADA EN COMPETENCIAS
I78S1C198J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DIPLOMADO EN GESTION PUBLICA REGIONAL
I78S1C1J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,AGRONOMIA
I78S1C222J2V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DIPLOMADO EN GESTION DE CAPITAL HUMANO
I78S1C223J2V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DIPLOMADO EN GESTION DE EMPRESAS
I78S1C236J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DOCTORADO EN DERECHO
I78S1C237J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ENFERMERIA
I78S1C239J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,NUTRICION Y DIETETICA
I78S1C242J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,AUDITORIA E INGENIERIA EN CONTROL DE GESTION
I78S1C243J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ADMINISTRACION PUBLICA
I78S1C250J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,"MAGISTER EN DERECHO MENCIONES EN DERECHO CIVIL PATRIMONIAL, DERECHO DE LA EMPRESA, DERECHO PROCESAL, DERECHO DE LA FAMILIA Y DERECHO ADMINISTRATIVO"
I78S1C283J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN ECOLOGIA APLICADA
I78S1C284J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN GESTION DE SISTEMAS DE SALUD
I78S1C285J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN GESTION Y POLITICAS PUBLICAS
I78S1C290J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DOCTORADO EN CIENCIAS BIOMEDICAS
I78S1C291J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DOCTORADO EN CIENCIAS HUMANAS
I78S1C292J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ESPECIALIZACION EN ENDODONCIA
I78S1C294J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,INGENIERIA CIVIL EN BIOINFORMATICA
I78S1C298J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,INGENIERIA EN DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL
I78S1C2J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ARQUITECTURA
I78S1C300J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN DIRECCION DE ORQUESTAS JUVENILES E INFANTILES
I78S1C301J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN ECONOMIA
I78S1C302J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,"MAGISTER EN ENSEÑANZA DE LAS CIENCIAS MENCION BIOLOGIA, FISICA, MATEMATICA O QUIMICA"
I78S1C303J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN ODONTOGERIATRIA
I78S1C304J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,MAGISTER EN RIEGO Y AGRICULTURA DE PRECISION
I78S1C318J2V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DIPLOMADO EN PSICOLOGIA APLICADA A LA PREVENCION DE RIESGOS LABORALES
I78S1C31J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DOCTORADO EN CIENCIAS MENCION INGENIERIA GENETICA VEGETAL
I78S1C321J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DIPLOMADO EN ATENCION ODONTOLOGICA INTEGRAL EN LA PRIMERA INFANCIA
I78S1C332J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,BIOQUIMICA
I78S1C336J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DOCTORADO EN ECONOMIA
I78S1C337J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,LICENCIATURA EN INTERPRETACION Y FORMACION MUSICAL ESPECIALIZADA
I78S1C338J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,OBSTETRICIA Y PUERICULTURA
I78S1C344J2V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DIPLOMADO EN ACTUALIZACION EN DERECHO PENAL
I78S1C345J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DIPLOMADO EN KINESIOLOGIA INTENSIVA PARA EL MANEJO DEL PACIENTE CRITICO ADULTO
I78S1C347J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DIPLOMADO EN TECNICAS DE CIRUGIA PLASTICA PERIODONTAL Y PERIIMPLANTARIA
I78S1C348J1V1,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DIPLOMADO EN TRASTORNOS DE LA COMUNICACION EN EL AMBITO EDUCATIVO
